TIPO ;SITUAÇÃO;Cód.Equipamento;Cod. Material;Descrição;OC;Qtde. Solicitada;Qtde. Pendente;Qtde. Entregue;Data da Solicitação;Data O.C.;Dias p/ entrega;Status entrega;Data p/ entrega;Dias para OC ser gerada;Nr. Solicitação;Nr. Requisição;Nr. O.C.;Cód. Obj Custo;Descrição Obj. Custo;Valor Última Compra;Cod. Fornecedor;Fornecedor;Cidade;Estado;Status;Índice;Status no Almoxarifado;Ref.1;N_SOLIC;N_OC;Teste;Dias s/ O.C.;Mês
Reboques;;8001;30729;"30729 - FERROLHO CHATO 700X4"" P/CADEADO";Tem OC;2;0;2;11/04/2025;07/05/2025;;;;26;399126;1144004;167229;727;Áreas de Vivência;R$ 15,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Reboques;;8002;30729;"30729 - FERROLHO CHATO 700X4"" P/CADEADO";Tem OC;2;0;2;11/04/2025;07/05/2025;;;;26;399137;1144009;167229;727;Áreas de Vivência;R$ 15,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Reboques;;8003;30729;"30729 - FERROLHO CHATO 700X4"" P/CADEADO";Tem OC;2;0;2;11/04/2025;07/05/2025;;;;26;399146;1144010;167229;727;Áreas de Vivência;R$ 15,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Reboques;;8004;30729;"30729 - FERROLHO CHATO 700X4"" P/CADEADO";Tem OC;2;0;2;11/04/2025;07/05/2025;;;;26;399154;1144011;167229;727;Áreas de Vivência;R$ 15,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Reboques;;8006;30729;"30729 - FERROLHO CHATO 700X4"" P/CADEADO";Tem OC;2;0;2;11/04/2025;07/05/2025;;;;26;399160;1144012;167229;727;Áreas de Vivência;R$ 15,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Caminhões;;1002;31064;31064 - KPO C/CATALIZADOR MAXI RUBBER - 400G;Tem OC;8;0;8;09/04/2025;29/04/2025;;;;20;398648;1143190;166913;683;Caminhões Prancha;R$ 175,12;1388;TELE TINTAS         ;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;abril
Tratores;;2027;31325;31325 - PARAFUSO REF: 21M7403  ( JOHN DEERE 7500 );Apenas Solicitação;8;8;0;09/05/2025;;;;;Aguardando OC;402145;;0;221;Almoxarifados - Estoque geral;R$ 17,80;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Tratores;;2027;31333;31333 - ISOLADOR REF: RE60720  ( JOHN DEERE 7500 );Apenas Solicitação;4;4;0;09/05/2025;;;;;Aguardando OC;402096;;0;221;Almoxarifados - Estoque geral;R$ 800,89;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Carregadeiras;;3024;31384;31384 - ENGRENAGEM REF: 8177-6400 ( VALTRA BM 100 );Tem OC;1;0;1;20/06/2025;01/07/2025;1  DC;Atrasado;02/07/2025;11;408579;;170152;221;Almoxarifados - Estoque geral;R$ 772,66;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;junho
Tratores;;2027;31415;31415 - ANEL O REF: L53813 ( JOHN DEERE 7505 );Apenas Solicitação;2;2;;13/06/2025;;;;;Aguardando OC;407458;;0;221;Almoxarifados - Estoque geral;R$ 3,84;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31417;31417 - ANEL O REF: R56464 ( JOHN DEERE 7505 );Apenas Solicitação;4;4;;13/06/2025;;;;;Aguardando OC;407464;;0;221;Almoxarifados - Estoque geral;4,58;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31419;31419 - ANEL O REF: R129726 ( JOHN DEERE 7505 );Apenas Solicitação;2;2;;13/06/2025;;;;;Aguardando OC;407473;;0;221;Almoxarifados - Estoque geral;15,17;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2030;31420;31420 - ANEL REF: R39283 ( JOHN DEERE 7505 );Tem OC;2;0;2;19/05/2025;27/05/2025;1  DC;Atrasado;28/05/2025;8;403472;;168234;221;Almoxarifados - Estoque geral;R$ 109,16;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;;Aguardando retirada;1;1;0,047619048;0;;maio
Tratores;;2064;31420;31420 - ANEL REF: R39283 ( JOHN DEERE 7505 );Tem OC;2;2;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407212;;170490;221;Almoxarifados - Estoque geral;R$ 54,58;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Tratores;;2027;31420;31420 - ANEL REF: R39283 ( JOHN DEERE 7505 );Apenas Solicitação;2;2;;13/06/2025;;;;;Aguardando OC;407474;;0;221;Almoxarifados - Estoque geral;R$ 54,58;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31421;31421 - FILTRO REF: R89411 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;0;09/05/2025;;;;;Aguardando OC;402133;;0;221;Almoxarifados - Estoque geral;R$ 350,17;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Tratores;;2030;31421;31421 - FILTRO REF: R89411 ( JOHN DEERE 7505 );Tem OC;1;0;1;19/05/2025;27/05/2025;4  DC;Atrasado;31/05/2025;8;403485;;168234;221;Almoxarifados - Estoque geral;R$ 350,17;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;;Aguardando retirada;1;1;0,047619048;0;;maio
Tratores;;2030;31423;31423 - DISCO COM ESTRIA INT. REF: RE48092 ( JOHN DEERE 7505 );Tem OC;5;0;5;11/02/2025;17/02/2025;;;;6;392060;1127366;164322;696;Tratores Colheita;R$ 364,56;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2025;31423;31423 - DISCO COM ESTRIA INT. REF: RE48092 ( JOHN DEERE 7505 );Apenas Solicitação;5;5;;12/06/2025;;;;;Aguardando OC;407149;;0;221;Almoxarifados - Estoque geral;364,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31423;31423 - DISCO COM ESTRIA INT. REF: RE48092 ( JOHN DEERE 7505 );Apenas Solicitação;5;5;;13/06/2025;;;;;Aguardando OC;407375;;0;221;Almoxarifados - Estoque geral;R$ 364,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31430;31430 - VEDACAO REF: RE39354 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407417;;0;221;Almoxarifados - Estoque geral;80,26;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31430;31430 - VEDACAO REF: RE39354 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407505;;0;221;Almoxarifados - Estoque geral;R$ 80,26;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31438;31438 - CONJUNTO ROLAMENTO STD REF: RE65165 ( JOHN DEERE 7505 );Apenas Solicitação;6;6;0;28/05/2025;;0  DC;;00/01/1900;Aguardando OC;405016;;0;221;Almoxarifados - Estoque geral;R$ 57,77;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Tratores;;2027;31440;31440 - RETENTOR REF: RE33083;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407467;;0;221;Almoxarifados - Estoque geral;93,12;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2030;31442;31442 - ARRUELA DE ENCOSTO REF: R95360 ( JOHN DEERE 7505 );Tem OC;1;0;1;11/02/2025;17/02/2025;;;;6;392065;1127366;164322;696;Tratores Colheita;R$ 57,87;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2025;31442;31442 - ARRUELA DE ENCOSTO REF: R95360 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;12/06/2025;;;;;Aguardando OC;407147;;0;221;Almoxarifados - Estoque geral;57,87;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31442;31442 - ARRUELA DE ENCOSTO REF: R95360 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407373;;0;221;Almoxarifados - Estoque geral;R$ 57,87;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2064;31443;31443 - DISCO COM ESTRIA INTERNA REF: RE151059  ( JOHN DEERE 7505 );Tem OC;1;1;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407292;;170490;221;Almoxarifados - Estoque geral;R$ 536,19;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Tratores;;2064;31444;31444 - ARRUELA DE ENCOSTO REF: R95835  ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407274;;0;221;Almoxarifados - Estoque geral;R$ 38,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31444;31444 - ARRUELA DE ENCOSTO REF: R95835  ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407396;;0;221;Almoxarifados - Estoque geral;38,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31444;31444 - ARRUELA DE ENCOSTO REF: R95835  ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407407;;0;221;Almoxarifados - Estoque geral;38,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31444;31444 - ARRUELA DE ENCOSTO REF: R95835  ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407489;;0;221;Almoxarifados - Estoque geral;38,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;31444;31444 - ARRUELA DE ENCOSTO REF: R95835  ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407496;;0;221;Almoxarifados - Estoque geral;R$ 38,56;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Carregadeiras;;3015;31450;31450 - JOGO DE JUNTA DO MOTOR REF: 8367 40333 OU MAHLE JM31000/4 - SPALL 73420-OR-ML  ( VALTRA BM 100 );Tem OC;1;0;1;18/03/2025;09/04/2025;;;;22;396476;1137532;166067;112;Carregadeiras Colheita;R$ 1.137,00;6039;IDEAL DISTRIBUIDORA DE PEÇAS;Campina Grande;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,25;0;0;março
Carregadeiras;;3027;31450;31450 - JOGO DE JUNTA DO MOTOR REF: 8367 40333 OU MAHLE JM31000/4 - SPALL 73420-OR-ML  ( VALTRA BM 100 );Apenas Solicitação;1;1;0;25/04/2025;;;;;Aguardando OC;400661;;0;221;Almoxarifados - Estoque geral;R$ 1.137,00;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Carregadeiras;;3030;31450;31450 - JOGO DE JUNTA DO MOTOR REF: 8367 40333 OU MAHLE JM31000/4 - SPALL 73420-OR-ML  ( VALTRA BM 100 );Tem OC;1;0;1;30/06/2025;04/07/2025;0  DC;Atrasado;04/07/2025;4;409508;;170435;221;Almoxarifados - Estoque geral;R$ 1.137,00;6039;IDEAL DISTRIBUIDORA DE PEÇAS;Campina Grande;PB;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Oficina Geral;;Oficina Diversos;31469;31469 - BROCA AÇO RAPIDO 5/16;Apenas Solicitação;5;5;;14/07/2025;;;;;Aguardando OC;411705;;0;221;Almoxarifados - Estoque geral;5,6;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Oficina Geral;;Oficina Diversos;31512;31512 - CHAVE COMBINADA 10MM;Apenas Solicitação;1;1;;18/06/2025;;;;;Aguardando OC;408172;;0;221;Almoxarifados - Estoque geral;R$ 12,20;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;31512;31512 - CHAVE COMBINADA 10MM;Apenas Solicitação;1;1;;21/06/2025;;;;;Aguardando OC;408683;;0;221;Almoxarifados - Estoque geral;12,2;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Máquinas pesadas;;4011;31732;31732 - TAMPA REF: 8D 8805 ( CATERPILLAR 120K );Tem OC;1;0;1;27/03/2025;07/04/2025;;;;11;397385;1139902;165832;721;Motoniveladoras;R$ 1.272,00;3230;SEVILHA             ;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,25;0;0;março
Tratores;;2037;31932;31932 - CONEXAO REF: 8277-5400 ( VALTRA BH 185 I );Tem OC;2;0;2;28/05/2025;03/06/2025;2  DC;Atrasado;05/06/2025;6;404999;;168521;221;Almoxarifados - Estoque geral;R$ 130,00;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,333333333;0;;maio
Carregadeiras;;3016;32045;32045 - BUJAO REF: 8060 2300 ( VALTRA BM 100 );Tem OC;4;0;4;13/03/2025;20/03/2025;;;;7;395870;1136277;165329;113;Carregadeiras Geral - Apontamento;R$ 112,00;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;0;março
Oficina Geral;;Oficina diversos;32047;32047 - CHAVE CANHÃO DE 7MM;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408793;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;32048;32048 - CHAVE CANHÃO DE 8MM;Apenas Solicitação;1;1;;16/06/2025;;;;;Aguardando OC;407705;;0;221;Almoxarifados - Estoque geral;R$ 16,20;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;32048;32048 - CHAVE CANHÃO DE 8MM;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408795;;0;221;Almoxarifados - Estoque geral;19,77;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;32050;32050 - CHAVE STARTER (MEIA LUA) 11 X 13MM;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408800;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;32051;32051 - CHAVE STARTER (MEIA LUA) 15 X 17MM;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408801;;0;221;Almoxarifados - Estoque geral;28,75;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;32053;32053 - CHAVE BIELA L DE 17MM;Apenas Solicitação;1;1;;18/06/2025;;;;;Aguardando OC;408169;;0;221;Almoxarifados - Estoque geral;R$ 29,55;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;32063;32063 - JOGO DE CHAVE SOQUETE ENCAIXE 1/2 DE 8 A 24MM;Tem OC;1;0;1;21/05/2025;27/05/2025;0  DC;Atrasado;27/05/2025;6;403858;;168237;221;Almoxarifados - Estoque geral;R$ 11,66;13004;LOJA FER;João Pessoa;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;;maio
Caminhões;;1095;32382;32382 - FAROL DIANTEIRO L/E REF:  A6948208061 ( MBB 1620 );Tem OC;1;0;1;19/03/2025;04/04/2025;;;;16;396624;1137786;0;225;Expedição e Faturamento;R$ 221,40;;;;;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0;1;#REF!;março
Caminhões;;1095;32383;32383 - FAROL DIANTEIRO L/D REF: A6948208161  ( MBB 1620 );Tem OC;1;0;1;19/03/2025;04/04/2025;;;;16;396623;1137786;0;225;Expedição e Faturamento;R$ 221,40;;;;;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0;1;#REF!;março
Tratores;;2025;32481;32481 - ANEL REF: R76617 ( JOHN DEERE 6300 );Apenas Solicitação;15;15;;12/06/2025;;;;;Aguardando OC;407129;;0;221;Almoxarifados - Estoque geral;R$ 6,36;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;32481;32481 - ANEL REF: R76617 ( JOHN DEERE 6300 );Apenas Solicitação;15;15;;13/06/2025;;;;;Aguardando OC;407339;;0;221;Almoxarifados - Estoque geral;R$ 6,36;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Carregadeiras;;3023;33040;33040 - MOLA DE TRAVA 581771;Tem OC;5;0;5;09/05/2025;15/05/2025;;;;6;402245;;167746;;;R$ 1,36;15127;EQUAGRIL LTDA;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,090909091;0;0;maio
Tratores;;2045;33408;33408 - AMORTECEDOR REF: 8147-1800 ( VALTRA BM 100 );Tem OC;1;0;1;06/06/2025;18/06/2025;1  UT;Atrasado;19/06/2025;12;406316;;169371;221;Almoxarifados - Estoque geral;R$ 92,57;11614;DF MAQUINAS;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;0,066666667;0;;junho
Tratores;;2039;33408;33408 - AMORTECEDOR REF: 8147-1800 ( VALTRA BM 100 );Tem OC;1;0;1;06/06/2025;18/06/2025;1  UT;Atrasado;19/06/2025;12;406328;;169371;221;Almoxarifados - Estoque geral;R$ 92,57;11614;DF MAQUINAS;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;0,066666667;0;;junho
Tratores;;2037;33408;33408 - AMORTECEDOR REF: 8147-1800 ( VALTRA BM 100 );Tem OC;2;0;2;06/06/2025;18/06/2025;1  UT;Atrasado;19/06/2025;12;406351;;169371;221;Almoxarifados - Estoque geral;R$ 92,57;11614;DF MAQUINAS;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;0,066666667;0;;junho
Caminhões;;1002;33414;33414 - VEDA CAPO MAXIVED MAXI RUBBER 400 ML;Tem OC;6;0;6;09/04/2025;29/04/2025;;;;20;398637;1143190;166913;683;Caminhões Prancha;R$ 328,35;1388;TELE TINTAS         ;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;abril
Carregadeiras;;3023;33683;33683 - ANEL ESPACADOR REF: 3018 8000  ( VALTRA BM 100 );Tem OC;2;0;2;09/05/2025;16/05/2025;;;;7;402318;;167838;221;Almoxarifados - Estoque geral;R$ 30,00;15702;MAQTRAL - PB;Bayeux;PB;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,052631579;0;;maio
Carregadeiras;;3024;33683;33683 - ANEL ESPACADOR REF: 3018 8000  ( VALTRA BM 100 );Tem OC;1;0;1;20/06/2025;01/07/2025;1  DC;Atrasado;02/07/2025;11;408578;;170151;221;Almoxarifados - Estoque geral;R$ 15,00;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Oficina Geral;;Oficina diversos;33781;33781 - CHAVE STARTER (MEIA LUA) DE 10X13MM;Apenas Solicitação;1;1;;26/06/2025;;;;;Aguardando OC;408978;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;33783;33783 - CHAVE STARTER (MEIA LUA) DE 19X22MM;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408806;;0;221;Almoxarifados - Estoque geral;48,4;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;33800;33800 - CHAVE CANHÃO DE 6MM;Apenas Solicitação;1;1;;17/06/2025;;;;;Aguardando OC;408066;;0;221;Almoxarifados - Estoque geral;R$ 14,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;33800;33800 - CHAVE CANHÃO DE 6MM;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408792;;0;221;Almoxarifados - Estoque geral;14;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;33818;33818 - CHAVE DE BOCA 7/16 X 3/8;Apenas Solicitação;1;1;;21/06/2025;;;;;Aguardando OC;408666;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Caminhões;;1027;33855;33855 - VOLANTE DIRECIONAL MB3340 REF: A9434640801;Tem OC;1;0;1;17/05/2025;26/05/2025;1  DC;Atrasado;27/05/2025;9;403361;;168148;221;Almoxarifados - Estoque geral;R$ 20,85;5189;REPENORTE;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;;maio
Caminhões;;1024;33855;33855 - VOLANTE DIRECIONAL MB3340 REF: A9434640801;Apenas Solicitação;1;1;;19/07/2025;;;;;Aguardando OC;412427;;0;221;Almoxarifados - Estoque geral;348,02;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caminhões;;1026;33858;33858 - PROTECAO DA TURBINA MB3340 REF: A4570980034;Tem OC;1;0;1;17/03/2025;04/04/2025;;;;18;396383;1137253;0;689;Caminhões Colheita;R$ 338,53;;;;;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0;1;#REF!;março
Caminhões;;1094;33924;33924 - TAMBOR DE FREIO DIANTEIRO MBB 1620 REF: FRUM 3692;Apenas Solicitação;2;2;;18/07/2025;;;;;Aguardando OC;412237;;0;221;Almoxarifados - Estoque geral;569,45;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caminhões;;1005;33946;33946 - FAROL DIANTEIRO L/E MB1718 REF: A6888209661;Tem OC;1;0;1;04/04/2025;12/04/2025;;;;8;398072;1141958;166206;685;Caminhões Comboio;R$ 209,29;;;;;Pedido entregue!;;Aguardando retirada;1;1;0,333333333;0;0;abril
Caminhões;;1005;33947;33947 - FAROL DIANTEIRO L/D MB1718 REF: A6888209761;Tem OC;1;0;1;04/04/2025;12/04/2025;;;;8;398071;1141958;166206;685;Caminhões Comboio;R$ 209,29;;;;;Pedido entregue!;;Aguardando retirada;1;1;0,333333333;0;0;abril
Tratores;;2030;33966;33966 - DISCO REF: R95452 ( JOHN DEERE 7500 );Tem OC;6;0;6;19/05/2025;27/05/2025;4  DC;Atrasado;31/05/2025;8;403476;;168234;221;Almoxarifados - Estoque geral;R$ 477,06;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;;Aguardando retirada;1;1;0,047619048;0;;maio
Tratores;;2027;33966;33966 - DISCO REF: R95452 ( JOHN DEERE 7500 );Apenas Solicitação;6;6;;13/06/2025;;;;;Aguardando OC;407484;;0;221;Almoxarifados - Estoque geral;79,51;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Máquinas pesadas;;4008;33981;33981 - ANEL O REF: 1488 80A1 ( CASE 621D );Tem OC;4;0;4;16/05/2025;26/05/2025;1  DC;Atrasado;27/05/2025;10;403204;;168130;221;Almoxarifados - Estoque geral;R$ 894,84;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,019230769;0;;maio
Máquinas pesadas;;4008;33982;33982 - ANEL O REF: 1488 89A1 ORIGINAL ( CASE 621D / W20E );Tem OC;4;0;4;16/05/2025;26/05/2025;1  DC;Atrasado;27/05/2025;10;403207;;168130;221;Almoxarifados - Estoque geral;R$ 486,35;9438;TASTRACTOR;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,019230769;0;;maio
Carregadeiras;;3023;34221;34221 - ENGRENAGEM Z 34 DENTES REF: 81635900;Tem OC;1;0;1;09/05/2025;15/05/2025;;;;6;402262;;167746;;;R$ 735,47;15127;EQUAGRIL LTDA;São Paulo;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,090909091;0;0;maio
Máquinas pesadas;;4003;34236;34236 - SOLENOIDE 24V REF.J358076  ( CASE W20E );Tem OC;1;0;1;08/05/2025;17/05/2025;;;;9;401959;;167854;221;Almoxarifados - Estoque geral;R$ 395,00;9863;ITALPRATES;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;maio
Tratores;;2048;34264;34264 - ROLAMENTO REF: 021010P1  ( TRATOR MF 7180 );Tem OC;1;0;1;08/04/2025;16/04/2025;;;;8;398392;1142680;166417;692;Tratores Preparo Solo;R$ 140,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,0625;0;0;abril
Tratores;;2048;34265;34265 - PLACA REF: 021018P1  ( TRATOR MF 7180 );Tem OC;1;0;1;08/04/2025;16/04/2025;;;;8;398393;1142680;166417;692;Tratores Preparo Solo;R$ 298,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,0625;0;0;abril
Tratores;;2027;34550;34550 - EIXO REF: R151061;Apenas Solicitação;1;1;0;09/05/2025;;;;;Aguardando OC;402164;;0;;;R$ 695,90;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;maio
Caminhões;;1007;34669;34669 - TUBO METALICO REF: A 695 490 0065  ( MBB 2726 );Tem OC;1;0;1;07/07/2025;12/07/2025;0  DC;Atrasado;12/07/2025;5;410494;;170830;221;Almoxarifados - Estoque geral;62;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,076923077;0;;julho
Caminhões;;1006;34671;34671 - SILENCIOSO REF: A 693 490 0401  ( MBB 2726 );Tem OC;1;0;1;26/03/2025;09/04/2025;;;;14;397173;1139445;166048;734;Caminhões Caçamba;R$ 785,53;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;0;março
Caminhões;;1007;34671;34671 - SILENCIOSO REF: A 693 490 0401  ( MBB 2726 );Tem OC;1;0;1;07/07/2025;12/07/2025;0  DC;Atrasado;12/07/2025;5;410493;;170830;221;Almoxarifados - Estoque geral;785,54;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,076923077;0;;julho
Veic. Leves;;30;34694;34694 - REGULADOR RETIFICADOR BROS 150 (MAGNETRON 90274100);Tem OC;1;0;1;28/03/2025;12/04/2025;;;;15;397408;1139976;166195;733;Automóveis e Utilitários - Colheita;R$ 205,00;14446;AGROMOTO;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,142857143;0;0;março
Caminhões;;1030;34725;34725 - BOIA DO TANQUE DE  COMBUSTIVEL REF: A 696 542 0003  ( MBB 2638 );Tem OC;1;1;;09/07/2025;15/07/2025;0  DC;Atrasado;15/07/2025;6;411027;;170978;221;Almoxarifados - Estoque geral;148,95;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pendente;;Entrega pendente;1;1;0,25;0;;julho
Caminhões;;1025;34725;34725 - BOIA DO TANQUE DE  COMBUSTIVEL REF: A 696 542 0003  ( MBB 2638 );Apenas Solicitação;1;1;;11/07/2025;;;;;Aguardando OC;411256;;0;221;Almoxarifados - Estoque geral;148,95;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
